1347_at	CDC25B	564.9	875	571	1163.6	1125.7	1354	1022.2	890.5	1433.6	1593.2	1835.9	421.7	713.9	1021.3	1212	1153.1	681.4	1061.3	869.4	1135.9	939.4	
1348_s_at	PCCA	44.2	11.5	23.8	18.3	15.4	17.3	38.1	36.5	20.6	6.1	15.4	8.4	40.8	28.2	23.8	22.1	7.4	2.3	12.1	39.5	13.3	
1349_at	S81294	9.5	8.8	11.6	2.7	2.4	1.2	3.8	2	3.2	5.5	15	5.2	1.8	5.9	6.5	7.1	9.9	1.1	5.3	7	2.9	
134_at	ABI2	1.8	17.4	11.4	13.4	6.9	15.8	3	20.1	23.9	10.2	25.8	6.6	13	13.1	17.6	17.9	29.6	21.9	4	6.5	9	
1355_g_at	NTRK2	17.4	17.9	14.4	17.3	20.9	12.6	3.7	9.7	25.7	25.5	14.9	45.3	12.4	8.6	16.4	11.5	68.3	15.1	31.2	29.5	17.4	
1356_at	DAP3	333.4	217.6	187.8	186.9	164.7	269.2	300.7	200.5	201.8	172.4	241	97.4	251.8	218.7	199.9	275.9	107.9	256	118.6	173.7	115.1	
1361_at	TERF1	57.7	44.6	61	46.6	35.2	57.7	70.1	34.2	54.6	91.7	41	14.1	41	41.2	57.5	46	36.4	40.6	45.1	65.6	39.2	
1362_s_at	RXRB	68	94.7	92.4	78.4	110.2	50.7	20.7	88.5	61.6	100.5	92.3	59.6	64.7	84.4	108.4	97.8	68.8	39.3	77.7	135.4	63.9	
1363_at	FGFR2	2.3	11.4	11.8	9.5	13.4	17.7	10.3	2.8	12.2	41.5	20	13.5	2	3.2	3.9	17.2	30.7	4.8	4.3	5.1	4.2	
1369_s_at	CXCL8	19.8	9	6.7	147.4	12.6	5.5	75	5	9.2	6	63.4	760.9	3.1	5.5	8.1	3.3	21.5	13.2	805.5	13.8	13.6	
1371_s_at	CYP2B7P	43.5	33.4	46.9	34	17.2	31.2	9.2	52.8	39.4	24.7	48.5	78	26.1	37.4	16.9	10.6	49.2	24.1	25.2	31.9	48.6	
1373_at	TCF3	331	457.3	650.7	367.4	850.4	374.7	494.6	525.8	514	225.3	338.2	235	557.4	491.5	581.5	362.1	768.8	669.9	358.2	455.9	800.3	
1374_g_at	TCF3	289.9	341.9	335.5	330	712.2	351.2	276.4	430.3	277.7	307.9	404.7	318.3	374.5	389.2	495.9	315.4	340.7	313	338.4	462.3	378	
1377_at	NFKB1	129.6	198.2	147.6	245.7	114.1	252.8	182.3	144.4	324	257.8	154.7	94.6	166.4	159.1	170.2	153.8	210	233.4	130	188.2	172.7	
1381_at	RARB	1.2	3.1	5.4	2	4.5	2.9	11.4	2.3	3.5	6.5	6.2	8.6	3	2	3.1	3.3	6.7	5.8	2.7	6	4.4	
1382_at	RPA1	292.7	184	172.4	229.1	88.6	248.8	219.3	205.3	117.2	115.4	142	37.8	224.2	196.4	177	134.7	102.9	207.5	57.3	168.2	59.1	
1385_at	TGFBI	412.8	20.1	202	363.2	125.3	705.7	267.9	307.3	128.5	336.8	248.1	237.5	32.3	267.1	121.5	680.9	124.4	302	298.4	75.9	253.2	
